,target,id_cliente,orden_nro,ciudad,monto,segmento,microsegmento,fecha_orden,fecha_de_vencimiento,fecha_de_pago,order_closed_cohort,ord_due_cohort,payment_cohort,dif_pymt_date,dow_closed,cantidad_sesiones,tiempo_promedio_navegacion,days_ultima_navegacion
144,0,-251888,215028487429040,BOG,121179.55,restaurante,na,2023-01-03,2023-01-10,2023-01-18,2023-01-01,2023-01-01,2023-01-01,8.0,1,12,963.6666666666666,1.0
145,0,-251888,893217599476,BOG,297042.67,restaurante,na,2023-04-13,2023-04-20,2023-04-28,2023-04-01,2023-04-01,2023-04-01,8.0,3,27,793.4444444444445,1.0
146,0,-251888,23883255125381,BOG,284528.82,restaurante,na,2023-05-11,2023-05-18,2023-05-19,2023-05-01,2023-05-01,2023-05-01,1.0,3,30,1059.6666666666667,1.0
147,0,-251870,64458641976651,BOG,147875.3,restaurante,empanadas/arepas,2022-06-16,2022-06-23,2022-06-26,2022-06-01,2022-06-01,2022-06-01,3.0,3,15,531.4,0.0
148,0,-251870,33133076572215,BOG,189213.3,restaurante,empanadas/arepas,2022-06-24,2022-07-01,2022-07-03,2022-06-01,2022-07-01,2022-07-01,2.0,4,18,467.3333333333333,0.0
149,0,-251870,60373897740174,BOG,124279.76,restaurante,empanadas/arepas,2022-06-29,2022-07-06,2022-07-11,2022-06-01,2022-07-01,2022-07-01,5.0,2,20,439.8,2.0
150,0,-251870,56909352243717,BOG,105694.0,restaurante,empanadas/arepas,2022-07-13,2022-07-20,2022-07-21,2022-07-01,2022-07-01,2022-07-01,1.0,2,25,384.48,1.0
151,0,-251870,32727251432111,BOG,123910.04,restaurante,empanadas/arepas,2022-07-15,2022-07-22,2022-07-22,2022-07-01,2022-07-01,2022-07-01,0.0,4,25,374.92,1.0
152,0,-251864,326945021442550,BOG,297612.26,restaurante,corrientazo,2022-08-02,2022-08-09,2022-08-09,2022-08-01,2022-08-01,2022-08-01,0.0,1,0,0.0,60.0
153,0,-251864,293360096112768,BOG,174822.06,restaurante,corrientazo,2022-08-17,2022-08-24,2022-08-24,2022-08-01,2022-08-01,2022-08-01,0.0,2,0,0.0,60.0
154,0,-251864,32361059239111,BOG,495150.4799999999,restaurante,corrientazo,2022-09-10,2022-09-17,2022-09-17,2022-09-01,2022-09-01,2022-09-01,0.0,5,6,377.6666666666667,5.0
155,0,-251864,47193070465637,BOG,386557.07,restaurante,corrientazo,2022-09-22,2022-09-29,2022-09-29,2022-09-01,2022-09-01,2022-09-01,0.0,3,6,377.6666666666667,17.0
156,0,-251864,31136994574762,BOG,477640.37,restaurante,corrientazo,2022-10-01,2022-10-08,2022-10-07,2022-10-01,2022-10-01,2022-10-01,-1.0,5,6,377.6666666666667,26.0
157,0,-251769,67761011290623,BOG,183162.82,restaurante,corrientazo,2022-08-31,2022-09-07,2022-09-17,2022-08-01,2022-09-01,2022-09-01,10.0,2,112,280.6607142857143,1.0
158,0,-251769,70923990692161,BOG,223998.88,restaurante,corrientazo,2022-09-21,2022-09-28,2022-09-28,2022-09-01,2022-09-01,2022-09-01,0.0,2,77,274.5584415584416,1.0
159,1,-251769,1051137020590,BOG,229881.07,restaurante,corrientazo,2022-09-30,2022-10-07,2022-11-01,2022-09-01,2022-10-01,2022-11-01,25.0,4,69,211.5507246376812,0.0
160,1,-251769,96077831477720,BOG,145708.53,restaurante,corrientazo,2022-10-07,2022-10-14,2022-11-01,2022-10-01,2022-10-01,2022-11-01,18.0,4,70,222.4,0.0
161,1,-251769,119224876339336,BOG,217936.18,restaurante,corrientazo,2022-11-08,2022-11-15,2022-12-07,2022-11-01,2022-11-01,2022-12-01,22.0,1,40,208.775,0.0
162,0,-251731,115089594312860,BOG,173467.84,restaurante,corrientazo,2022-10-27,2022-11-03,2022-11-04,2022-10-01,2022-11-01,2022-11-01,1.0,3,46,373.0869565217391,0.0
163,0,-251731,149895345443896,BOG,298873.59,restaurante,corrientazo,2022-12-05,2022-12-12,2022-12-14,2022-12-01,2022-12-01,2022-12-01,2.0,0,38,208.60526315789477,1.0
164,0,-251731,364981344098115,BOG,161200.53,restaurante,corrientazo,2023-03-28,2023-04-04,2023-04-07,2023-03-01,2023-04-01,2023-04-01,3.0,1,72,190.29166666666663,0.0
165,0,-251731,33269891514997,BOG,297963.12,restaurante,corrientazo,2023-04-12,2023-04-19,2023-04-22,2023-04-01,2023-04-01,2023-04-01,3.0,2,69,193.68115942028984,0.0
166,0,-251731,162429264196981,BOG,295015.27,restaurante,corrientazo,2023-04-27,2023-05-04,2023-05-07,2023-04-01,2023-05-01,2023-05-01,3.0,3,73,194.95890410958904,0.0
167,0,-251726,57630075165725,BOG,261580.35,restaurante,comida especializada,2022-07-30,2022-08-06,2022-08-06,2022-07-01,2022-08-01,2022-08-01,0.0,5,46,480.0217391304348,0.0
168,0,-251726,42776292560386,BOG,239714.6,restaurante,comida especializada,2022-08-13,2022-08-20,2022-08-19,2022-08-01,2022-08-01,2022-08-01,-1.0,5,37,498.6756756756757,2.0
169,0,-251726,21393859235602,BOG,388110.45,restaurante,comida especializada,2022-08-26,2022-09-02,2022-09-05,2022-08-01,2022-09-01,2022-09-01,3.0,4,32,689.28125,0.0
170,0,-251726,80797197212818,BOG,495637.22,restaurante,comida especializada,2022-09-10,2022-09-17,2022-09-19,2022-09-01,2022-09-01,2022-09-01,2.0,5,37,493.8378378378378,1.0
171,0,-251726,56906878058411,BOG,392144.05,restaurante,comida especializada,2022-09-23,2022-09-30,2022-10-03,2022-09-01,2022-09-01,2022-10-01,3.0,4,47,362.93617021276594,0.0
172,0,-251577,47607759290805,BOG,122074.78,restaurante,cafetería,2022-08-27,2022-09-03,2022-09-05,2022-08-01,2022-09-01,2022-09-01,2.0,5,67,177.98507462686567,0.0
173,0,-251577,276836245879278,BOG,171000.43,restaurante,cafetería,2022-08-29,2022-09-05,2022-09-09,2022-08-01,2022-09-01,2022-09-01,4.0,0,66,179.37878787878788,1.0
174,0,-251577,4196522166395,BOG,111218.01,restaurante,cafetería,2022-09-07,2022-09-14,2022-09-15,2022-09-01,2022-09-01,2022-09-01,1.0,2,90,171.73333333333332,0.0
175,0,-251577,56700346536290,BOG,171192.77,restaurante,cafetería,2022-09-14,2022-09-21,2022-09-26,2022-09-01,2022-09-01,2022-09-01,5.0,2,95,166.26315789473685,0.0
176,0,-251577,2113287636773,BOG,172768.77,restaurante,cafetería,2022-09-16,2022-09-23,2022-09-22,2022-09-01,2022-09-01,2022-09-01,-1.0,4,103,164.126213592233,0.0
177,1,-251501,87939774239760,BOG,78671.3,restaurante,comida especializada,2022-07-25,2022-08-01,2022-10-31,2022-07-01,2022-08-01,2022-10-01,91.0,0,46,704.3478260869565,1.0
178,0,-251501,37863030500800,BOG,71277.16,restaurante,comida especializada,2022-11-28,2022-12-05,2022-12-05,2022-11-01,2022-12-01,2022-12-01,0.0,0,38,305.44736842105266,0.0
179,0,-251501,76082249393117,BOG,96725.91,restaurante,comida especializada,2022-12-15,2022-12-22,2022-12-20,2022-12-01,2022-12-01,2022-12-01,-2.0,3,38,321.89473684210526,0.0
180,0,-251501,302900762331289,BOG,116977.66,restaurante,comida especializada,2022-12-27,2023-01-03,2023-01-02,2022-12-01,2023-01-01,2023-01-01,-1.0,1,42,329.1666666666667,0.0
181,0,-251501,15619041905550,BOG,100002.26,restaurante,comida especializada,2023-01-04,2023-01-11,2023-01-19,2023-01-01,2023-01-01,2023-01-01,8.0,2,50,354.8,0.0
182,1,-251488,20238743928922,BOG,172005.93,restaurante,corrientazo,2022-06-03,2022-06-10,2022-07-08,2022-06-01,2022-06-01,2022-07-01,28.0,4,3,28.666666666666668,3.0
183,0,-251488,139187329444714,BOG,266833.0,restaurante,corrientazo,2022-07-16,2022-07-23,2022-08-06,2022-07-01,2022-07-01,2022-08-01,14.0,5,5,30.4,17.0
184,0,-251488,190877565604327,BOG,221421.0,restaurante,corrientazo,2022-07-25,2022-08-01,2022-08-06,2022-07-01,2022-08-01,2022-08-01,5.0,0,5,30.4,26.0
185,0,-251488,120409368097622,BOG,214899.68,restaurante,corrientazo,2022-08-13,2022-08-20,2022-08-31,2022-08-01,2022-08-01,2022-08-01,11.0,5,3,23.0,4.0
186,0,-251488,106898214067981,BOG,219497.02,restaurante,corrientazo,2022-09-05,2022-09-12,2022-09-15,2022-09-01,2022-09-01,2022-09-01,3.0,0,3,4.666666666666667,0.0
187,0,-251203,24489490391007,BOG,159976.52,restaurante,corrientazo,2022-08-09,2022-08-16,2022-08-16,2022-08-01,2022-08-01,2022-08-01,0.0,1,67,1470.1940298507463,0.0
188,0,-251203,158962459669321,BOG,297441.51,restaurante,corrientazo,2022-08-24,2022-08-31,2022-08-30,2022-08-01,2022-08-01,2022-08-01,-1.0,2,66,2064.8030303030305,0.0
189,0,-251203,82825023083084,BOG,184602.07,restaurante,corrientazo,2022-09-14,2022-09-21,2022-09-20,2022-09-01,2022-09-01,2022-09-01,-1.0,2,63,2216.285714285714,0.0
190,0,-251203,78668511799846,BOG,222373.21,restaurante,corrientazo,2022-09-21,2022-09-28,2022-09-28,2022-09-01,2022-09-01,2022-09-01,0.0,2,60,2332.25,1.0
191,0,-251203,59234157824188,BOG,256785.43,restaurante,corrientazo,2022-09-28,2022-10-05,2022-10-05,2022-09-01,2022-10-01,2022-10-01,0.0,2,66,2121.833333333333,1.0
192,0,-251202,44137144082227,BOG,84354.0,restaurante,parrilla/asadero,2022-07-20,2022-07-27,2022-07-27,2022-07-01,2022-07-01,2022-07-01,0.0,2,16,841.625,1.0
193,0,-251202,25174855759461,BOG,105583.94,restaurante,parrilla/asadero,2022-08-03,2022-08-10,2022-08-10,2022-08-01,2022-08-01,2022-08-01,0.0,2,10,302.7,1.0
194,0,-251202,8982604569950,BOG,76864.5,restaurante,parrilla/asadero,2022-08-18,2022-08-25,2022-08-26,2022-08-01,2022-08-01,2022-08-01,1.0,3,9,298.55555555555554,1.0
195,0,-251202,39855104567205,BOG,64363.79,restaurante,parrilla/asadero,2022-08-20,2022-08-27,2022-08-29,2022-08-01,2022-08-01,2022-08-01,2.0,5,10,370.5,1.0
196,0,-251202,216878653019646,BOG,58353.4,restaurante,parrilla/asadero,2022-08-23,2022-08-30,2022-08-31,2022-08-01,2022-08-01,2022-08-01,1.0,1,12,384.5,0.0
197,0,-251145,27167954298929,BOG,434387.64,restaurante,comida rápida,2022-07-19,2022-07-26,2022-08-05,2022-07-01,2022-07-01,2022-08-01,10.0,1,7,1109.857142857143,1.0
198,1,-251145,23263405927352,BOG,163590.74,restaurante,comida rápida,2022-09-03,2022-09-10,2023-02-24,2022-09-01,2022-09-01,2023-02-01,167.0,5,20,534.4,1.0
199,0,-251145,21905768249364,BOG,315520.06,restaurante,comida rápida,2023-05-23,2023-05-30,2023-06-03,2023-05-01,2023-05-01,2023-06-01,4.0,1,38,302.07894736842104,0.0
200,1,-251145,245522082257746,BOG,279881.8,restaurante,comida rápida,2023-06-30,2023-07-07,2025-12-31,2023-06-01,2023-07-01,2025-12-01,908.0,4,46,286.17391304347825,1.0
201,1,-251122,105558278247683,BAQ,184685.62,restaurante,corrientazo,2022-08-20,2022-08-27,2022-09-30,2022-08-01,2022-08-01,2022-09-01,34.0,5,10,1231.8,15.0
202,1,-251122,68457810170452,BAQ,130685.16999999998,restaurante,corrientazo,2022-11-25,2022-12-02,2022-12-23,2022-11-01,2022-12-01,2022-12-01,21.0,4,9,1039.2222222222222,1.0
203,0,-251122,493252755162569,BAQ,180455.44,restaurante,corrientazo,2023-02-02,2023-02-09,2023-02-12,2023-02-01,2023-02-01,2023-02-01,3.0,3,23,465.0,0.0
204,0,-251122,320852593744239,BAQ,296777.72,restaurante,corrientazo,2023-02-22,2023-03-01,2023-03-06,2023-02-01,2023-03-01,2023-03-01,5.0,2,30,744.0666666666667,0.0
205,0,-251122,63952205049351,BAQ,148935.79,restaurante,corrientazo,2023-03-10,2023-03-17,2023-03-20,2023-03-01,2023-03-01,2023-03-01,3.0,4,33,825.4242424242424,1.0
206,0,-251109,19357596790065,BOG,398172.16,restaurante,corrientazo,2022-07-20,2022-07-27,2022-07-27,2022-07-01,2022-07-01,2022-07-01,0.0,2,17,383.2352941176471,1.0
207,0,-251109,169198066566947,BOG,493606.72,restaurante,corrientazo,2022-07-28,2022-08-04,2022-08-05,2022-07-01,2022-08-01,2022-08-01,1.0,3,27,307.3333333333333,0.0
208,0,-251109,88421327250077,BOG,260794.19,restaurante,corrientazo,2022-08-19,2022-08-26,2022-08-25,2022-08-01,2022-08-01,2022-08-01,-1.0,4,27,252.7037037037037,0.0
209,0,-251109,93048947534999,BOG,498828.79999999993,restaurante,corrientazo,2022-08-27,2022-09-03,2022-09-02,2022-08-01,2022-09-01,2022-09-01,-1.0,5,25,331.64,1.0
210,0,-251109,255882394134868,BOG,398510.9,restaurante,corrientazo,2022-09-07,2022-09-14,2022-09-13,2022-09-01,2022-09-01,2022-09-01,-1.0,2,26,325.7692307692308,2.0
211,0,-251025,53527780086534,BOG,223514.8,restaurante,corrientazo,2022-08-23,2022-08-30,2022-08-29,2022-08-01,2022-08-01,2022-08-01,-1.0,1,17,722.2941176470588,1.0
212,0,-251025,218367181204912,BOG,295648.24,restaurante,corrientazo,2022-10-10,2022-10-17,2022-10-17,2022-10-01,2022-10-01,2022-10-01,0.0,0,16,784.875,3.0
213,0,-251025,221922546468864,BOG,363774.25,restaurante,corrientazo,2022-10-24,2022-10-31,2022-10-31,2022-10-01,2022-10-01,2022-10-01,0.0,0,14,985.9285714285714,0.0
214,0,-251025,59457535952039,BOG,408477.71,restaurante,corrientazo,2022-11-08,2022-11-15,2022-11-14,2022-11-01,2022-11-01,2022-11-01,-1.0,1,10,920.1,7.0
215,0,-251025,30965680965524,BOG,492973.87,restaurante,corrientazo,2022-11-17,2022-11-24,2022-11-23,2022-11-01,2022-11-01,2022-11-01,-1.0,3,12,839.8333333333334,1.0
216,1,-251016,693063267584,BOG,161403.81,comercio,na,2023-07-07,2023-07-14,2023-09-06,2023-07-01,2023-07-01,2023-09-01,54.0,4,47,166.7659574468085,0.0
217,0,-251006,35824113263620,BAQ,180030.02,comercio,comida especializada,2023-07-06,2023-07-13,2023-07-21,2023-07-01,2023-07-01,2023-07-01,8.0,3,27,148.85185185185185,0.0
218,0,-250972,61411018380872,BOG,161017.33,restaurante,corrientazo,2022-08-08,2022-08-15,2022-08-14,2022-08-01,2022-08-01,2022-08-01,-1.0,0,58,556.7758620689655,0.0
219,0,-250922,63010837472929,BOG,255348.0,restaurante,corrientazo,2022-10-12,2022-10-19,2022-10-18,2022-10-01,2022-10-01,2022-10-01,-1.0,2,46,467.32608695652175,0.0
220,0,-250922,7799596755600,BOG,281239.61,restaurante,corrientazo,2022-11-09,2022-11-16,2022-11-16,2022-11-01,2022-11-01,2022-11-01,0.0,2,47,474.5957446808511,0.0
221,0,-250922,128913789047251,BOG,239420.91,restaurante,corrientazo,2022-11-29,2022-12-06,2022-12-06,2022-11-01,2022-12-01,2022-12-01,0.0,1,70,394.9857142857143,0.0
222,0,-250922,1264972528687,BOG,239332.97,restaurante,corrientazo,2022-12-02,2022-12-09,2022-12-09,2022-12-01,2022-12-01,2022-12-01,0.0,4,77,411.4415584415584,0.0
223,0,-250922,30547677819181,BOG,345957.62,restaurante,corrientazo,2022-12-13,2022-12-20,2022-12-20,2022-12-01,2022-12-01,2022-12-01,0.0,1,93,365.5376344086022,0.0
224,1,-250877,24520953081747,BOG,282919.41,restaurante,corrientazo,2022-10-19,2022-10-26,2022-11-25,2022-10-01,2022-10-01,2022-11-01,30.0,2,97,217.30927835051543,0.0
225,1,-250851,327384858666959,BOG,84312.5,restaurante,parrilla/asadero,2022-05-17,2022-05-24,2023-02-23,2022-05-01,2022-05-01,2023-02-01,275.0,1,1,1.0,60.0
226,1,-250851,135469395745892,BOG,135519.3,restaurante,parrilla/asadero,2023-04-25,2023-05-02,2025-12-31,2023-04-01,2023-05-01,2025-12-01,974.0,1,3,44.333333333333336,1.0
227,0,-250838,21615274046348,BOG,213733.38,hogar,na,2022-08-12,2022-08-19,2022-08-18,2022-08-01,2022-08-01,2022-08-01,-1.0,4,35,384.7714285714285,1.0
228,0,-250838,57441313500145,BOG,281777.34,hogar,na,2022-09-02,2022-09-09,2022-09-08,2022-09-01,2022-09-01,2022-09-01,-1.0,4,34,417.2941176470589,1.0
229,0,-250838,29102109673082,BOG,280605.16,hogar,na,2022-09-10,2022-09-17,2022-09-18,2022-09-01,2022-09-01,2022-09-01,1.0,5,33,407.1515151515151,0.0
230,0,-250838,160933937548846,BOG,202966.1,hogar,na,2022-09-17,2022-09-24,2022-09-23,2022-09-01,2022-09-01,2022-09-01,-1.0,5,31,505.1935483870968,1.0
231,0,-250838,44781277493688,BOG,239270.23,hogar,na,2022-09-23,2022-09-30,2022-09-30,2022-09-01,2022-09-01,2022-09-01,0.0,4,37,430.6486486486487,1.0
232,0,-250806,19196622854340,BOG,136626.15,restaurante,panadería/pastelería,2022-07-22,2022-07-29,2022-07-29,2022-07-01,2022-07-01,2022-07-01,0.0,4,19,473.4736842105263,1.0
233,0,-250806,21407405464432,BOG,137598.32,restaurante,panadería/pastelería,2022-07-26,2022-08-02,2022-08-03,2022-07-01,2022-08-01,2022-08-01,1.0,1,18,540.0555555555555,0.0
234,1,-250806,37604947004756,BOG,307824.84,restaurante,panadería/pastelería,2022-08-10,2022-08-17,2022-11-10,2022-08-01,2022-08-01,2022-11-01,85.0,2,22,501.8181818181818,1.0
235,1,-250806,37168770053693,BOG,78384.88,restaurante,panadería/pastelería,2022-08-13,2022-08-20,2025-12-31,2022-08-01,2022-08-01,2025-12-01,1229.0,5,24,481.4166666666667,1.0
236,0,-250705,20279335876050,BOG,254391.0,comercio,na,2023-06-27,2023-07-04,1899-12-30,2023-06-01,2023-07-01,1899-12-01,-45111.0,1,36,178.61111111111111,0.0
237,0,-250623,61701025044541,BAQ,180203.8,comercio,na,2023-07-31,2023-08-07,2023-08-07,2023-07-01,2023-08-01,2023-08-01,0.0,0,26,754.2307692307693,1.0
238,1,-250614,42318861117082,BOG,53400.0,restaurante,corrientazo,2022-09-21,2022-09-28,2022-12-15,2022-09-01,2022-09-01,2022-12-01,78.0,2,21,730.2857142857143,0.0
239,0,-250570,6230267906120,BOG,84293.45,restaurante,empanadas/arepas,2022-09-03,2022-09-10,2022-09-09,2022-09-01,2022-09-01,2022-09-01,-1.0,5,21,463.4761904761905,1.0
240,0,-250570,56634336868629,BOG,86144.4,restaurante,empanadas/arepas,2022-09-09,2022-09-16,2022-09-16,2022-09-01,2022-09-01,2022-09-01,0.0,4,17,534.4705882352941,1.0
241,0,-250570,127192706267843,BOG,67519.69,restaurante,empanadas/arepas,2022-09-15,2022-09-22,2022-09-21,2022-09-01,2022-09-01,2022-09-01,-1.0,3,14,630.7857142857143,1.0
242,0,-250570,106858319299568,BOG,95767.0,restaurante,empanadas/arepas,2022-10-18,2022-10-25,2022-10-24,2022-10-01,2022-10-01,2022-10-01,-1.0,1,8,543.125,5.0
243,0,-250570,177944318451412,BOG,220177.67,restaurante,empanadas/arepas,2022-10-28,2022-11-04,2022-11-03,2022-10-01,2022-11-01,2022-11-01,-1.0,4,14,527.7142857142857,0.0
244,0,-250523,8295501131092,BOG,172223.85,restaurante,comida rápida,2022-09-14,2022-09-21,2022-09-21,2022-09-01,2022-09-01,2022-09-01,0.0,2,112,310.5803571428572,0.0
245,0,-250514,49663963005868,BOG,170321.0,restaurante,corrientazo,2023-09-16,2023-09-23,2023-09-25,2023-09-01,2023-09-01,2023-09-01,2.0,5,4,1458.75,1.0
246,1,-250498,72703785019369,BAQ,236694.16,restaurante,panadería/pastelería/cafetería,2023-04-19,2023-04-26,2023-05-17,2023-04-01,2023-04-01,2023-05-01,21.0,2,83,211.9277108433735,0.0
247,0,-250498,199648640394053,BAQ,163846.4,restaurante,panadería/pastelería/cafetería,2023-05-22,2023-05-29,1899-12-30,2023-05-01,2023-05-01,1899-12-01,-45075.0,0,96,165.78125,0.0
248,0,-250498,165422614643248,BAQ,112795.32,restaurante,panadería/pastelería/cafetería,2023-06-10,2023-06-17,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45094.0,5,116,185.4655172413793,0.0
249,0,-250458,67688354962520,BOG,173414.01,comercio,na,2023-07-24,2023-07-31,2023-08-02,2023-07-01,2023-07-01,2023-08-01,2.0,0,68,331.72058823529414,0.0
250,1,-250458,5670998282720,BOG,105868.71,comercio,na,2023-08-03,2023-08-10,2025-12-31,2023-08-01,2023-08-01,2025-12-01,874.0,3,86,443.0813953488372,0.0
251,1,-250458,523247200376568,BOG,116859.19,comercio,na,2023-08-09,2023-08-16,2025-12-31,2023-08-01,2023-08-01,2025-12-01,868.0,2,92,451.60869565217394,1.0
252,0,-250364,5900508483895,BOG,299074.63,restaurante,corrientazo,2023-07-07,2023-07-14,2023-07-17,2023-07-01,2023-07-01,2023-07-01,3.0,4,165,376.6424242424242,0.0
253,0,-250364,67965468211067,BOG,298014.78,restaurante,corrientazo,2023-07-20,2023-07-27,2023-08-07,2023-07-01,2023-07-01,2023-08-01,11.0,3,176,381.0625,0.0
254,0,-250364,234347208201938,BOG,297492.53,restaurante,corrientazo,2023-08-09,2023-08-16,1899-12-30,2023-08-01,2023-08-01,1899-12-01,-45154.0,2,192,383.2291666666667,0.0
255,1,-250323,50205065753291,BOG,334972.86,restaurante,parrilla/asadero,2022-07-07,2022-07-14,2022-08-18,2022-07-01,2022-07-01,2022-08-01,35.0,3,20,312.2,1.0
256,0,-250323,43195508174130,BOG,238217.26,restaurante,parrilla/asadero,2022-09-08,2022-09-15,2022-09-17,2022-09-01,2022-09-01,2022-09-01,2.0,3,29,292.58620689655174,0.0
257,0,-250323,206265325647258,BOG,230168.71,restaurante,parrilla/asadero,2022-09-12,2022-09-19,2022-09-26,2022-09-01,2022-09-01,2022-09-01,7.0,0,29,292.0344827586207,0.0
258,0,-250323,34519423537561,BOG,332962.52,restaurante,parrilla/asadero,2022-09-29,2022-10-06,2022-10-11,2022-09-01,2022-10-01,2022-10-01,5.0,3,24,361.4166666666667,2.0
259,0,-250323,32270687111805,BOG,150954.81,restaurante,parrilla/asadero,2022-10-06,2022-10-13,2022-10-19,2022-10-01,2022-10-01,2022-10-01,6.0,3,21,460.2857142857143,2.0
260,0,-250306,129059761881466,BOG,285185.3,restaurante,panadería/pastelería,2022-09-24,2022-10-01,2022-09-30,2022-09-01,2022-10-01,2022-09-01,-1.0,5,86,297.6511627906977,1.0
261,0,-250306,78987071293504,BOG,268347.59,restaurante,panadería/pastelería,2022-10-06,2022-10-13,1899-12-30,2022-10-01,2022-10-01,1899-12-01,-44847.0,3,85,284.7529411764706,0.0
262,0,-250291,100619215148703,BOG,262173.99,restaurante,corrientazo,2022-10-07,2022-10-14,2022-10-19,2022-10-01,2022-10-01,2022-10-01,5.0,4,8,1179.125,2.0
263,0,-250291,346506834771584,BOG,286136.56,restaurante,corrientazo,2022-11-02,2022-11-09,2022-11-15,2022-11-01,2022-11-01,2022-11-01,6.0,2,21,758.8095238095239,1.0
264,0,-250201,16857173908446,BOG,298286.21,restaurante,cafetería,2022-09-07,2022-09-14,2022-09-14,2022-09-01,2022-09-01,2022-09-01,0.0,2,3,465.0,1.0
265,0,-250110,42184456903462,BOG,159421.57,restaurante,na,2023-08-02,2023-08-09,2023-08-09,2023-08-01,2023-08-01,2023-08-01,0.0,2,98,257.4795918367347,0.0
266,0,-250110,37037602121937,BOG,63629.84999999999,restaurante,na,2023-08-18,2023-08-25,2023-08-25,2023-08-01,2023-08-01,2023-08-01,0.0,4,129,226.9457364341085,0.0
267,0,-250110,45682076861624,BOG,58606.12,restaurante,na,2023-09-06,2023-09-13,2023-09-13,2023-09-01,2023-09-01,2023-09-01,0.0,2,155,146.78064516129032,0.0
268,0,-250085,240576596782179,BOG,295820.0,comercio,na,2023-07-10,2023-07-17,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45124.0,0,30,577.6,0.0
269,0,-250073,334097922060191,BOG,133803.83,restaurante,comida rápida,2023-07-11,2023-07-18,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45125.0,1,79,282.2151898734177,0.0
270,0,-250071,21061976163559,BOG,195755.94,restaurante,corrientazo,2022-08-31,2022-09-07,1899-12-30,2022-08-01,2022-09-01,1899-12-01,-44811.0,2,4,172.5,40.0
271,0,-250006,40087000608684,BOG,128582.6,restaurante,panadería/pastelería,2022-06-25,2022-07-02,2022-07-11,2022-06-01,2022-07-01,2022-07-01,9.0,5,52,636.0384615384615,0.0
272,0,-250006,47221508491907,BOG,354025.12,restaurante,panadería/pastelería,2022-07-15,2022-07-22,2022-07-21,2022-07-01,2022-07-01,2022-07-01,-1.0,4,64,455.09375,1.0
273,0,-250006,49108680954834,BOG,154959.5,restaurante,panadería/pastelería,2022-07-29,2022-08-05,2022-08-15,2022-07-01,2022-08-01,2022-08-01,10.0,4,67,458.97014925373134,0.0
274,0,-250006,18155416222754,BOG,334230.68,restaurante,panadería/pastelería,2022-08-06,2022-08-13,2022-08-16,2022-08-01,2022-08-01,2022-08-01,3.0,5,69,428.0434782608696,1.0
275,0,-250006,61586574101921,BOG,154451.67,restaurante,panadería/pastelería,2022-08-19,2022-08-26,2022-08-29,2022-08-01,2022-08-01,2022-08-01,3.0,4,68,458.4264705882353,3.0
